law_code,category_code,seq,kind,label_ja,label_en,basis_ja,condition_ja,threshold_note,owner_hint,health_check_type,health_check_interval,health_record_years,measurement_interval,measurement_record_years,work_record_years,supervisor_ja,notice_ja
occupational_health,*,1,conditional,対象業務・配置歴に応じた特殊健康診断・じん肺健康診断を実施する,Conduct special / pneumoconiosis examinations per covered work and assignment history,安衛法66条2項；じん肺法7〜9,対象業務・配置歴による,,産業保健,,,,,,,,
occupational_health,*,2,conditional,健診結果を記録し保存する（特殊健診5年、特別管理物質・がん原性物質30年、じん肺7年）,Keep examination records (5 years; 30 for special management/carcinogens; 7 for pneumoconiosis),特化則40；有機則30；鉛則54；じん肺法17；安衛則577条の2第5項,健診実施時,,産業保健,,,,,,,,
women_rules,*,1,info,女性則第2条第1項第18号の対象物質群（特化則・鉛則・有機則の群名で照合）に該当しない。塩・異性体・群指定は別途確認する,"Not in the Art.2(1)(xviii) substance groups (matched by the 特化則/鉛則/有機則 group names); salts, isomers and group designations need a separate check",女性則第2条第1項第18号,,,環境安全,,,,,,,,
women_rules,women_18_i,1,mandatory,次のいずれかに該当する業務には、妊娠中・産後1年以内に限らず全ての女性労働者を就かせてはならない：①呼吸用保護具の使用が義務付けられた作業、②作業環境測定の評価が第三管理区分となった場所での業務,No female worker (not only pregnant or post-partum women) may be assigned to (1) work for which respirator use is mandated or (2) work in a workplace evaluated as control class 3,労働基準法第64条の3；女性則第2条第1項第18号、第2条第2項、第3条,,,環境安全・人事,,,,,,,,就業制限の対象業務と場所を掲示・周知する
women_rules,women_18_i,2,conditional,該当判定：直近の作業環境測定の管理区分と、呼吸用保護具の使用義務の有無を確認する。第一・第二管理区分で保護具の使用義務がない作業は、この号の就業制限の対象外,Decide by the latest workplace-measurement control class and whether respirator use is mandated; control class 1/2 without a respirator mandate is outside this item,女性則第2条第1項第18号イ〜ハ（１）（２）,管理区分が第三、又は呼吸用保護具の使用が義務付けられている場合に就業制限,,環境安全,,,,,,,,
women_rules,women_18_i,3,info,呼吸用保護具の使用が義務付けられた作業とは：特化則第22条第1項（設備の改造・修理・清掃等）、第22条の2第1項、第38条の14第1項第11号ハ・第12号ただし書の作業。スチレン・テトラクロロエチレン・トリクロロエチレンは第三管理区分の場所の業務のみが対象,"Respirator-mandated work: 特化則 Art. 22(1) (repair, cleaning of equipment etc.), Art. 22-2(1), Art. 38-14(1)(xi)(c)/(xii) proviso; styrene, tetrachloroethylene and trichloroethylene are covered only via control class 3",女性則第2条第1項第18号イ,,,,,,,,,,,
women_rules,women_18_i,4,info,含有率が特化則・有機則・鉛則の裾切値以下の製剤は当該規則の作業に当たらないため、この号の対象外（threshold_pct を参照）。妊娠中・産後1年以内の女性には女性則の他の号（重量物等）も別途確認する,Mixtures at or below the 特化則/有機則/鉛則 threshold are outside those ordinances' work and hence outside this item (see threshold_pct); pregnant and post-partum women have further items (heavy loads etc.) to check,女性則第2条第1項；特化則第2条・有機則第1条・鉛則第1条,,,環境安全,,,,,,,,
women_rules,women_18_ro,1,mandatory,次のいずれかに該当する業務には、妊娠中・産後1年以内に限らず全ての女性労働者を就かせてはならない：①呼吸用保護具の使用が義務付けられた作業、②作業環境測定の評価が第三管理区分となった場所での業務,No female worker (not only pregnant or post-partum women) may be assigned to (1) work for which respirator use is mandated or (2) work in a workplace evaluated as control class 3,労働基準法第64条の3；女性則第2条第1項第18号、第2条第2項、第3条,,,環境安全・人事,,,,,,,,就業制限の対象業務と場所を掲示・周知する
women_rules,women_18_ro,2,conditional,該当判定：直近の作業環境測定の管理区分と、呼吸用保護具の使用義務の有無を確認する。第一・第二管理区分で保護具の使用義務がない作業は、この号の就業制限の対象外,Decide by the latest workplace-measurement control class and whether respirator use is mandated; control class 1/2 without a respirator mandate is outside this item,女性則第2条第1項第18号イ〜ハ（１）（２）,管理区分が第三、又は呼吸用保護具の使用が義務付けられている場合に就業制限,,環境安全,,,,,,,,
women_rules,women_18_ro,3,info,呼吸用保護具の使用が義務付けられた作業とは：鉛則第39条ただし書の臨時作業、第58条第1〜3項の業務（鉛の焼結・溶融・研磨等で局所排気装置等を稼働しないもの）,Respirator-mandated work: 鉛則 Art. 39 proviso (temporary work) and Art. 58(1)-(3),女性則第2条第1項第18号ロ,,,,,,,,,,,
women_rules,women_18_ro,4,info,含有率が特化則・有機則・鉛則の裾切値以下の製剤は当該規則の作業に当たらないため、この号の対象外（threshold_pct を参照）。妊娠中・産後1年以内の女性には女性則の他の号（重量物等）も別途確認する,Mixtures at or below the 特化則/有機則/鉛則 threshold are outside those ordinances' work and hence outside this item (see threshold_pct); pregnant and post-partum women have further items (heavy loads etc.) to check,女性則第2条第1項；特化則第2条・有機則第1条・鉛則第1条,,,環境安全,,,,,,,,
women_rules,women_18_ha,1,mandatory,次のいずれかに該当する業務には、妊娠中・産後1年以内に限らず全ての女性労働者を就かせてはならない：①呼吸用保護具の使用が義務付けられた作業、②作業環境測定の評価が第三管理区分となった場所での業務,No female worker (not only pregnant or post-partum women) may be assigned to (1) work for which respirator use is mandated or (2) work in a workplace evaluated as control class 3,労働基準法第64条の3；女性則第2条第1項第18号、第2条第2項、第3条,,,環境安全・人事,,,,,,,,就業制限の対象業務と場所を掲示・周知する
women_rules,women_18_ha,2,conditional,該当判定：直近の作業環境測定の管理区分と、呼吸用保護具の使用義務の有無を確認する。第一・第二管理区分で保護具の使用義務がない作業は、この号の就業制限の対象外,Decide by the latest workplace-measurement control class and whether respirator use is mandated; control class 1/2 without a respirator mandate is outside this item,女性則第2条第1項第18号イ〜ハ（１）（２）,管理区分が第三、又は呼吸用保護具の使用が義務付けられている場合に就業制限,,環境安全,,,,,,,,
women_rules,women_18_ha,3,info,呼吸用保護具の使用が義務付けられた作業とは：有機則第32条第1項第1・2号（タンク内等）、第33条第1項第2〜7号の業務（特化則第38条の8で準用する特別有機溶剤を含む）,"Respirator-mandated work: 有機則 Art. 32(1)(i)(ii) (tank interiors etc.), Art. 33(1)(ii)-(vii), incl. special organic solvents via 特化則 Art. 38-8",女性則第2条第1項第18号ハ,,,,,,,,,,,
women_rules,women_18_ha,4,info,含有率が特化則・有機則・鉛則の裾切値以下の製剤は当該規則の作業に当たらないため、この号の対象外（threshold_pct を参照）。妊娠中・産後1年以内の女性には女性則の他の号（重量物等）も別途確認する,Mixtures at or below the 特化則/有機則/鉛則 threshold are outside those ordinances' work and hence outside this item (see threshold_pct); pregnant and post-partum women have further items (heavy loads etc.) to check,女性則第2条第1項；特化則第2条・有機則第1条・鉛則第1条,,,環境安全,,,,,,,,
